"","x"
"17173","mutlu aksakal"
"17174","aksakal erleichtert"
"17175","basecap tief"
"17176","nacken till"
"17177","till infinity"
"17178","infinity steht"
"17179","glück sagt"
"17180","sagt aksakal"
"17181","neue gmbh"
"17182","reifenhändler mutlu"
"17183","mutlu aksakal"
"17184","felgendrehmaschine links"
"17185","firma insolvenzverwalterin"
"17186","insolvenzverwalterin bettina"
"17187","bettina breitenbücher"
"17188","reifenprofi bulldogge"
"17189","bulldogge monti"
"17190","monti spitzname"
"17191","spitzname betriebsrat"
"17192","betriebsrat macht"
"17193","büro gemütlich"
"17194","finanziellen corona"
"17195","corona hilfen"
"17196","hilfen zielgenau"
"17197","richtigen unternehmen"
"17198","unternehmen ankommen"
"17199","ankommen setzt"
"17200","neue marktwirtschaftliche"
"17201","marktwirtschaftliche akzente"
"17202","akzente konkret"
"17203","steuerlichen verlustverrechnung"
"17204","verlustverrechnung verbessern"
"17205","corona krise"
"17206","krise reißt"
"17207","deutschland tiefe"
"17208","tiefe löcher"
"17209","bilanzen tausender"
"17210","tausender unternehmen"
"17211","insolvenzen abzuwenden"
"17212","wirtschaft hilfen"
"17213","milliardenhöhe versprochen"
"17214","jedoch dass"
"17215","richtigen ankommt"
"17216","gefahr dass"
"17217","falschen anreizen"
"17218","subventionen zombiefirmen"
"17219","zombiefirmen schafft"
"17220","cdu setzt"
"17221","setzt daher"
"17222","neue marktwirtschaftliche"
"17223","marktwirtschaftliche akzente"
"17224","akzente konkret"
"17225","steuerlichen verlustverrechnung"
"17226","verlustverrechnung verbessern"
"17227","staat könne"
"17228","könne zielgenau"
"17229","zielgenau firmen"
"17230","firmen helfen"
"17231","krise gewinne"
"17232","gewinne erzielt"
"17233","allein coronabedingt"
"17234","coronabedingt verluste"
"17235","verluste schreiben"
"17236","schreiben heißt"
"17237","bundesfachausschusses wirtschaft"
"17238","wirtschaft arbeitsplätze"
"17239","sonntag vorliegt"
"17240","große koalition"
"17241","koalition beschlossen"
"17242","beschlossen dass"
"17243","dass unternehmen"
"17244","unternehmen verluste"
"17245","jahr 2020"
"17246","2019 verrechnen"
"17247","bescheidenem maß"
"17248","ausweiten konkret"
"17249","höchstbetragsgrenzen beim"
"17250","beim verlustrücktrag"
"17251","50 millionen"
"17252","millionen euro"
"17253","100 millionen"
"17254","millionen euro"
"17255","zusammenveranlagung anheben"
"17256","anheben zudem"
"17257","zwei vorjahre"
"17258","vorjahre erstrecken"
"17259","unsere wirtschaft"
"17260","alter stärke"
"17261","stärke zurückfindet"
"17262","zurückfindet sagt"
"17263","sagt paul"
"17264","paul ziemiak"
"17265","ziemiak generalsekretär"
"17266","steuerliche verlustverrechnung"
"17267","verlustverrechnung sei"
"17268","ideales mittel"
"17269","unternehmen schnell"
"17270","finanzielle engpässe"
"17271","cdu bundestagsabgeordnete"
"17272","bundestagsabgeordnete fritz"
"17273","fritz güntzler"
"17274","papiers ruft"
"17275","unterstützen bisher"
"17276","bisher macht"
"17277","verbessern dabei"
"17278","gerade kleinere"
"17279","kleinere unternehmen"
"17280","ausweitung profitieren"
"17281","finanzminister olaf"
"17282","olaf scholz"
"17283","scholz verstehen"
"17284","verstehen sagt"
"17285","sagt güntzler"
"17286","unternehmen schnell"
"17287","helfen ko"
"17288","ko initiatorin"
"17289","initiatorin nicole"
"17290","nicole hoffmeister"
"17291","hoffmeister kraut"
"17292","kraut wirtschaftsministerin"
"17293","baden württemberg"
"17294","württemberg argumentiert"
"17295","wettbewerbsfähigkeit neben"
"17296","dringend erforderlichen"
"17297","erforderlichen rettungs"
"17298","blick behalten"
"17299","corona rezession"
"17300","rezession seien"
"17301","seien viele"
"17302","viele gesunde"
"17303","gesunde firmen"
"17304","firmen unverschuldet"
"17305","liquiditätsschwierigkeiten geraten"
"17306","ausfall wichtiger"
"17307","wichtiger zukunftsinvestitionen"
"17308","müssen unsere"
"17309","unsere unternehmen"
"17310","lage versetzen"
"17311","langfristige perspektiven"
"17312","gehe darum"
"17313","deutschen unternehmen"
"17314","unternehmen finanzielle"
"17315","finanzielle spielräume"
"17316","zukunft investieren"
"17317","cdu begrenzt"
"17318","verlustverrechnung wirke"
"17319","steuerstundung heißt"
"17320","konrad adenauer"
"17321","adenauer haus"
"17322","stärkere wachstum"
"17323","gesunden wirtschaft"
"17324","kommenden jahren"
"17325","fiskus zurückfließen"
"17326","gerne regelmäßig"
"17327","neue lockdown"
"17328","unzählige jobs"
"17329","jobs kosten"
"17330","kosten erwarten"
"17331","erwarten arbeitsmarktforscher"
"17332","lang anhaltenden"
"17333","anhaltenden finanziellen"
"17334","finanziellen einbußen"
"17335","zugenommen lockdown"
"17336","deutsche städtetag"
"17337","städtetag warnt"
"17338","bundesregierung rechnet"
"17339","rechnet wegen"
"17340","neuerlichen lockdowns"
"17341","unklarheit darüber"
"17342","maßnahmen aufrecht"
"17343","aufrecht erhalten"
"17344","konjunkturellen rückschlag"
"17345","wirtschaftliche aufholprozess"
"17346","pandemie stellt"
"17347","risiko dar"
"17348","dar warnte"
"17349","montag veröffentlichten"
"17350","veröffentlichten monatsbericht"
"17351","seit anfang"
"17352","anfang november"
"17353","november bestehende"
"17354","bestehende teil"
"17355","teil lockdown"
"17356","weiteren beschlossenen"
"17357","beschlossenen maßnahmen"
"17358","sozialen kontakte"
"17359","kontakte belasteten"
"17360","gastgewerbe sowie"
"17361","sowie unternehmen"
"17362","sektoren freizeit"
"17363","jüngst beschlossenen"
"17364","beschlossenen harten"
"17365","harten lockdown"
"17366","weitere bereiche"
"17367","bereiche betroffen"
"17368","betroffen sagte"
"17369","vierten quartal"
"17370","merklichen dämpfer"
"17371","dämpfer erhalten"
"17372","meisten ökonominnen"
"17373","ökonomen gehen"
"17374","gehen inzwischen"
"17375","inzwischen davon"
"17376","bruttoinlandsprodukt bip"
"17377","bip sowohl"
"17378","laufenden vierten"
"17379","vierten quartal"
"17380","ersten vierteljahr"
"17381","vierteljahr 2021"
"17382","2021 schrumpfen"
"17383","hart sagte"
"17384","wirtschaftsweise volker"
"17385","volker wieland"
"17386","harten lockdown"
"17387","double dip"
"17388","vermeiden sagte"
"17389","ing chefvolkswirt"
"17390","chefvolkswirt carsten"
"17391","carsten brzeski"
"17392","begriff double"
"17393","double dip"
"17394","dip bedeutet"
"17395","wirtschaftslehre dass"
"17396","wirtschaftlichen einbruch"
"17397","einbruch plötzlich"
"17398","plötzlich endet"
"17399","rezession entsteht"
"17400","entsteht swarovskiglitzernder"
"17401","swarovskiglitzernder clanwie"
"17402","kristallkonzern swarovski"
"17403","zukunft kämpft"
"17404","transalpine familientragödiewie"
"17405","kristallkonzern swarovski"
"17406","zukunft kämpft"
"17407","transalpine familientragödiebei"
"17408","familientragödiebei swarovski"
"17409","swarovski glänzen"
"17410","kunstkristalle richard"
"17411","richard stonehouse"
"17412","stonehouse camera"
"17413","camera press"
"17414","press lea"
"17415","lea heppmatthias"
"17416","heppmatthias daum"
"17417","daum peter"
"17418","peter steinerflorian"
"17419","steinerflorian gasser"
"17420","bundesbank rechnet"
"17421","neuen einbruch"
"17422","vierten quartal"
"17423","seit anfang"
"17424","anfang november"
"17425","november geltenden"
"17426","geltenden eindämmungsmaßnahmen"
"17427","eindämmungsmaßnahmen unterbrechen"
"17428","wirtschaftliche erholung"
"17429","führen voraussichtlich"
"17430","rückschlag schreibt"
"17431","monatsbericht dezember"
"17432","montag veröffentlicht"
"17433","veröffentlicht wurde"
"17434","bruttoinlandsprodukt dürfte"
"17435","letzten jahresviertel"
"17436","relativ leicht"
"17437","ähnlicher größenordnung"
"17438","frühjahr sinken"
"17439","zweiten quartal"
"17440","deutsche wirtschaftsleistung"
"17441","wirtschaftsleistung infolge"
"17442","ersten shutdowns"
"17443","9,8 prozent"
"17444","prozent eingebrochen"
"17445","sommer folgte"
"17446","unerwartet kräftige"
"17447","kräftige erholung"
"17448","8,5 prozent"
"17449","prozent plus"
"17450","gesamtjahr 2020"
"17451","2020 erwartet"
"17452","5,5 prozent"
"17453","prozent 2021"
"17454","2021 dürfte"
"17455","deutsche wirtschaft"
"17456","wirtschaft demnach"
"17457","3,0 prozent"
"17458","prozent wachstum"
"17459","wachstum allmählich"
"17460","tief kommen"
"17461","kommen sofern"
"17462","lockdown kommt"
"17463","jüngsten einschätzungen"
"17464","sonntag beschlossenen"
"17465","beschlossenen lockdowns"
"17466","tatsächliche entwicklung"
"17467","entwicklung deutlich"
"17468","deutlich negativer"
"17469","negativer ausfällt"
"17470","ökonomen davon"
"17471","insolvenzen drastisch"
"17472","drastisch steigen"
"17473","außerordentlichen wirtschaftseinbruchs"
"17474","laufenden jahr"
"17475","davon auszugehen"
"17476","auszugehen dass"
"17477","insolventen unternehmen"
"17478","kommenden quartalen"
"17479","quartalen deutlich"
"17480","deutlich erhöhen"
"17481","bundesbank bericht"
"17482","bericht zudem"
"17483","zudem steige"
"17484","gefahr dass"
"17485","dass firmen"
"17486","leben gehalten"
"17487","überlebensfähig seien"
"17488","zombieunternehmen bezeichnet"
"17489","bezeichnet bundesbank"
"17490","bundesbank warnt"
"17491","müsse vermieden"
"17492","unrentable geschäftsmodelle"
"17493","markt halten"
"17494","dass ressourcen"
"17495","ressourcen gesamtwirtschaftlich"
"17496","gesamtwirtschaftlich ineffizient"
"17497","ineffizient eingesetzt"
"17498","daher müssten"
"17499","staatlichen hilfsmaßnahmen"
"17500","kurzarbeit bürgschaften"
"17501","steuerliche entlastungen"
"17502","notwendig aufrechterhalten"
"17503","wirtschaftlichen erholung"
"17504","erholung zurückgefahren"
"17505","unterdessen zeigt"
"17506","gewerkschaftsnahen hans"
"17507","hans böckler"
"17508","böckler stiftung"
"17509","stiftung dass"
"17510","sorge steigt"
"17511","steigt dass"
"17512","eigene wirtschaftliche"
"17513","wirtschaftliche lage"
"17514","lage dauerhaft"
"17515","dauerhaft verschlechtert"
"17516","november berichteten"
"17517","berichteten bereits"
"17518","bereits 40"
"17519","40 prozent"
"17520","eigenen einkommenseinbußen"
"17521","erst 32"
"17522","32 prozent"
"17523","prozent getan"
"17524","mittlerweile dritten"
"17525","dritten arbeitnehmerbefragung"
"17526","arbeitnehmerbefragung zeigte"
"17527","dass menschen"
"17528","niedrigen einkommen"
"17529","einkommen häufiger"
"17530","einbußen betroffen"
"17531","hohen einkommen"
"17532","einkommen mehr"
"17533","zweite beschäftigte"
"17534","1.500 euro"
"17535","bereits einschnitte"
"17536","einschnitte erlebt"
"17537","2.000 euro"
"17538","2.000 euro"
"17539","euro monatseinkommen"
"17540","monatseinkommen spürt"
"17541","6.000 beschäftigte"
"17542","april juni"
"17543","november befragt"
"17544","befragt worden"
"17545","worden iab"
"17546","iab forscher"
"17547","forscher rechnen"
"17548","arbeitsplatzverlust laut"
"17549","nürnberger institut"
"17550","berufsforschung iab"
"17551","zweite lockdown"
"17552","lockdown weitere"
"17553","weitere jobs"
"17554","jobs vernichten"
"17555","volkswirtschaftlich teuer"
"17556","woche lockdown"
"17557","lockdown dürfte"
"17558","dürfte rund"
"17559","rund 3,5"
"17560","3,5 milliarden"
"17561","milliarden euro"
"17562","euro beim"
"17563","beim bruttoinlandsprodukt"
"17564","bruttoinlandsprodukt kosten"
"17565","kosten sagte"
"17566","sagte iab"
"17567","iab forscher"
"17568","forscher enzo"
"17569","enzo weber"
"17570","belasten sagte"
"17571","bruttoinlandsprodukt betrug"
"17572","jahr 2019"
"17573","deutschland etwa"
"17574","etwa 3,44"
"17575","3,44 billionen"
"17576","billionen euro"
"17577","arbeitsmarkt dürfte"
"17578","webers einschätzung"
"17579","einschätzung dennoch"
"17580","dennoch insgesamt"
"17581","insgesamt vergleichsweise"
"17582","vergleichsweise robust"
"17583","robust bleiben"
"17584","bleiben mittlerweile"
"17585","mittlerweile lägen"
"17586","lägen viele"
"17587","viele erfahrungen"
"17588","bewährte arbeitsmarktpolitische"
"17589","arbeitsmarktpolitische instrumente"
"17590","umfangreiche staatliche"
"17591","staatliche stützungsmaßnahmen"
"17592","bevorstehende impfstoffzulassung"
"17593","impfstoffzulassung gebe"
"17594","gebe außerdem"
"17595","akuten corona"
"17596","corona phase"
"17597","phase viele"
"17598","viele betriebe"
"17599","deshalb versuchen"
"17600","halten dennoch"
"17601","arbeitsmarkt geben"
"17602","geben sagte"
"17603","sagte weber"
"17604","weber währenddessen"
"17605","währenddessen beklagt"
"17606","deutsche städtetag"
"17607","städtetag dass"
"17608","neuen lockdown"
"17609","lockdown maßnahmen"
"17610","erheblichen belastungen"
"17611","innenstädten verschärften"
"17612","verschärften hauptgeschäftsführer"
"17613","hauptgeschäftsführer helmut"
"17614","helmut dedy"
"17615","dedy forderte"
"17616","forderte daher"
"17617","baldige unterstützung"
"17618","unterstützung vorrang"
"17619","finanzielle hilfe"
"17620","länder zugesagt"
"17621","schnell kommen"
"17622","erliegen kommen"
"17623","kommen sagte"
"17624","sagte dedy"
"17625","dedy immerhin"
"17626","immerhin verzeichneten"
"17627","verstärkte nachfrage"
"17628","einbrüche bezogen"
"17629","kompensieren sagte"
"17630","sagte jörg"
"17631","jörg müller"
"17632","müller hauptgeschäftsführer"
"17633","deutschen friseurhandwerks"
"17634","friseurhandwerks normalerweise"
"17635","normalerweise sei"
"17636","umsatzstärkste monat"
"17637","mal viele"
"17638","viele menschen"
"17639","haare schneiden"
"17640","schneiden ließen"
"17641","gesamte jahr"
"17642","jahr rechnet"
"17643","rund 30"
"17644","30 prozent"
"17645","frühjahr mussten"
"17646","friseure schon"
"17647","sechs wochen"
"17648","wochen schließen"
"17649","strengen beschränkungen"
"17650","beschränkungen kämen"
"17651","richtigen zeit"
"17652","zeit sagen"
"17653","sagen forscher"
"17654","art winterschlaf"
"17655","winterschlaf könne"
"17656","starten einzelhändler"
"17657","einzelhändler verlangen"
"17658","verlangen mehr"
"17659","mehr hilfe"
"17660","hilfe führende"
"17661","führende ökonomen"
"17662","ökonomen erwarten"
"17663","erwarten dass"
"17664","neuen lockdown"
"17665","jahreswechsel besser"
"17666","besser verkraften"
"17667","ersten lockdown"
"17668","schwarzen null"
"17669","null beim"
"17670","beim wachstum"
"17671","vielleicht rot"
"17672","rot einfärben"
"17673","sagte sebastian"
"17674","sebastian dullien"
"17675","dullien direktor"
"17676","konjunkturforschung imk"
"17677","gute auftragslage"
"17678","dienstleistungen ausgleichen"
"17679","ausgleichen sagte"
"17680","sagte dullien"
"17681","rechnen deshalb"
"17682","absturz bundeskanzlerin"
"17683","bundeskanzlerin angela"
"17684","angela merkel"
"17685","merkel cdu"
"17686","sonntag beschlossen"
"17687","kommendem mittwoch"
"17688","mitte januar"
"17689","art winterschlaf"
"17690","betroffenen unternehmer"
"17691","unternehmer auszugleichen"
"17692","auszugleichen sollen"
"17693","sollen mehr"
"17694","elf milliarden"
"17695","milliarden euro"
"17696","hilfen gezahlt"
"17697","wirtschaftsminister peter"
"17698","peter altmaier"
"17699","altmaier cdu"
"17700","cdu warnte"
"17701","warnte davor"
"17702","neuen restriktionen"
"17703","restriktionen halbherzig"
"17704","halbherzig umzusetzen"
"17705","umzusetzen deutschland"
"17706","deutschland könne"
