"","x"
"7141","schwierigkeiten gekommen wären"
"7142","dauer zombiefirmen hervor"
"7143","überlebensfähige betriebe deren"
"7144","betriebe deren schiere"
"7145","deren schiere existenz"
"7146","erneuerungskraft dämpft deren"
"7147","dämpft deren zahl"
"7148","belastung künftiger generationen"
"7149","wohlfahrtsstaat strukturell überlastet"
"7150","strukturell überlastet rächt"
"7151","haushalt 25 milliarden"
"7152","25 milliarden euro"
"7153","milliarden euro eingeplant"
"7154","bundesregierung weitere fünf"
"7155","zehn milliarden euro"
"7156","milliarden euro kosten"
"7157","euro kosten schwerer"
"7158","verewigten corona hilfen"
"7159","corona hilfen kosten"
"7160","hilfen kosten wiegt"
"7161","wohltäter staat breitmacht"
"7162","mehr schaden anrichten"
"7163","großkoalitionären läuft bereits"
"7164","überbietungswettbewerb wer lobt"
"7165","bundesarbeitsminister hubertus heil"
"7166","hubertus heil spd"
"7167","heil spd fordert"
"7168","kollege peter altmaier"
"7169","staatliche hilfe verkehrt"
"7170","2008 09 lehrt"
"7171","09 lehrt konnte"
"7172","kurzarbeitergeld tausende entlassungen"
"7173","tausende entlassungen verhindern"
"7174","entlassungen verhindern helfen"
"7175","sozialen marktwirtschaft verpflichtet"
"7176","deutsche staat verhält"
"7177","zentralbank klammen banken"
"7178","darauf schließen dass"
"7179","corona maßnahmen immer"
"7180","gepumptes geld gerade"
"7181","geld gerade billig"
"7182","kurzarbeitergeld scheint gut"
"7183","scheint gut geeignet"
"7184","gut geeignet vermeidbare"
"7185","geeignet vermeidbare entlassungen"
"7186","mittelstandshilfen sollen betriebe"
"7187","schwierigkeiten gekommen wären"
"7188","dauer zombiefirmen hervor"
"7189","überlebensfähige betriebe deren"
"7190","betriebe deren schiere"
"7191","deren schiere existenz"
"7192","wirtschaftliche dynamik dämpft"
"7193","dynamik dämpft deren"
"7194","dämpft deren zahl"
"7195","belastung künftiger generationen"
"7196","wohlfahrtsstaat strukturell überlastet"
"7197","strukturell überlastet rächt"
"7198","verewigten corona hilfen"
"7199","corona hilfen kosten"
"7200","hilfen kosten wiegt"
"7201","wohltäter staat breitmacht"
"7202","mehr schaden anrichten"
"7203","krise firmenpleiten leidet"
"7204","firmenpleiten leidet darunter"
"7205","mark schieritz stellen"
"7206","besonders leckeres himbeereis"
"7207","beschäftigen zwei mitarbeiter"
"7208","geschäfte liefen gut"
"7209","corona krise bleiben"
"7210","drohenden zahlungsunfähigkeit insolvenz"
"7211","zahlungsunfähigkeit insolvenz anzumelden"
"7212","europäische zentralbank ezb"
"7213","zentralbank ezb überschwemmt"
"7214","pleitewelle bislang vermieden"
"7215","österreichischen ökonomen joseph"
"7216","ökonomen joseph schumpeter"
"7217","joseph schumpeter zurück"
"7218","schumpeter zurück schumpeter"
"7219","zurück schumpeter zufolge"
"7220","schumpeter zufolge entfaltet"
"7221","permanenten schöpferischen zerstörung"
"7222","schöpferischen zerstörung altes"
"7223","zerstörung altes verschwindet"
"7224","altes verschwindet neues"
"7225","verschwindet neues entsteht"
"7226","online eis versand"
"7227","eis versand neu"
"7228","versand neu eröffnen"
"7229","neu eröffnen ökonomisch"
"7230","eröffnen ökonomisch betrachtet"
"7231","kapital umgewidmet konkret"
"7232","entlassenen mitarbeiter fangen"
"7233","mitarbeiter fangen beim"
"7234","fangen beim neu"
"7235","beim neu gegründeten"
"7236","neu gegründeten online"
"7237","gegründeten online eis"
"7238","online eis versand"
"7239","langfristig ohnehin überlegene"
"7240","ohnehin überlegene geschäftsmodell"
"7241","französische arbeitsmarktökonom pierre"
"7242","arbeitsmarktökonom pierre cahuc"
"7243","staatliche eingriffe behindert"
"7244","etablierten firmen weniger"
"7245","firmen weniger leute"
"7246","weniger leute entlassen"
"7247","leute entlassen müssen"
"7248","neuen firmen höhere"
"7249","firmen höhere löhne"
"7250","höhere löhne bezahlen"
"7251","mitarbeiter anzuwerben sofern"
"7252","benötigten kräfte überhaupt"
"7253","kräfte überhaupt finden"
"7254","entstehen weniger zukunftsfähige"
"7255","weniger zukunftsfähige jobs"
"7256","subventionen auslaufen fallen"
"7257","betroffenen unternehmen längst"
"7258","dank ultragünstiger kredite"
"7259","gelockerten insolvenzregeln unprofitable"
"7260","insolvenzregeln unprofitable unternehmen"
"7261","leipziger wirtschaftsprofessor gunther"
"7262","wirtschaftsprofessor gunther schnabl"
"7263","gunther schnabl spricht"
"7264","wirtschaft eigentlich tote"
"7265","eigentlich tote unternehmen"
"7266","tote unternehmen leben"
"7267","zombiefirmen seien ressourcen"
"7268","seien ressourcen gebunden"
"7269","wirtschaft anderswo fehlten"
"7270","allerdings umstritten jürgen"
"7271","umstritten jürgen schaaf"
"7272","dass gerade junge"
"7273","gerade junge experimentierfreudige"
"7274","junge experimentierfreudige unternehmen"
"7275","experimentierfreudige unternehmen oft"
"7276","unternehmen oft schwer"
"7277","dass innovationen gefördert"
"7278","lockere geldpolitik günstiger"
"7279","geldpolitik günstiger finanzieren"
"7280","online eis versand"
"7281","eis versand gäbe"
"7282","neue unternehmen kaum"
"7283","unternehmen kaum probleme"
"7284","kaum probleme gute"
"7285","probleme gute leute"
"7286","offenen stellen sinkt"
"7287","stellen sinkt dafür"
"7288","sinkt dafür ermöglichen"
"7289","volkswirtschaftlichen sicht vorteilhaft"
"7290","jahre angehäuftes betriebsspezifisches"
"7291","angehäuftes betriebsspezifisches wissen"
"7292","betriebsspezifisches wissen erhalten"
"7293","insolvenz verloren gehe"
"7294","verloren gehe vielleicht"
"7295","spezielle weise verarbeitet"
"7296","leicht nachahmen lässt"
"7297","nachahmen lässt dank"
"7298","mannheimer ökonomen tom"
"7299","ökonomen tom krebs"
"7300","university of notre"
"7301","of notre dame"
"7302","überdies gezeigt dass"
"7303","gezeigt dass arbeitnehmer"
"7304","spricht dagegen dass"
"7305","arbeitslosigkeit erst druck"
"7306","erst druck ausgeübt"
"7307","neuen bundesländern zeitweise"
"7308","bundesländern zeitweise mehr"
"7309","zwei millionen menschen"
"7310","ostdeutsche industrie wurde"
"7311","industrie wurde abgewickelt"
"7312","wurde abgewickelt oft"
"7313","abgewickelt oft sei"
"7314","arbeitslosigkeit begleitet worden"
"7315","begleitet worden schreibt"
"7316","betroffenen soweit möglich"
"7317","soweit möglich gleich"
"7318","neuen job gesucht"
"7319","job gesucht hätten"
"7320","gesucht hätten studien"
"7321","finanzkrise allerdings kommen"
"7322","rheinisch westfälischen technischen"
"7323","westfälischen technischen hochschule"
"7324","technischen hochschule aachen"
"7325","hochschule aachen ermittelte"
"7326","aachen ermittelte dass"
"7327","deutschland 466.000 jobs"
"7328","466.000 jobs gesichert"
"7329","ddr wirtschaft lässt"
"7330","finanzkrise dagegen eher"
"7331","dass bislang niemand"
"7332","bislang niemand genau"
"7333","niemand genau sagen"
"7334","eingangsbeispiel zurückzukommen vielleicht"
"7335","zurückzukommen vielleicht läuft"
"7336","umständen kurzarbeit beim"
"7337","kurzarbeit beim erhalt"
"7338","arbeitsplätzen hilft inwieweit"
"7339","kurzarbeitergelds empirisch ganz"
"7340","empirisch ganz gut"
"7341","ganz gut abschätzen"
"7342","negativen folgen etwa"
"7343","möglicherweise verhinderten strukturwandel"
"7344","verhinderten strukturwandel jedoch"
"7345","ähnlichen unternehmen vergleichen"
"7346","regierung handelt derzeit"
"7347","finanziellen schwierigkeiten sollen"
"7348","schwierigkeiten sollen weitere"
"7349","sollen weitere möglichkeiten"
"7350","bundesjustizministerin christine lambrecht"
"7351","christine lambrecht spd"
"7352","davon könnten insbesondere"
"7353","könnten insbesondere firmen"
"7354","insbesondere firmen profitieren"
"7355","schwierigkeiten geraten seien"
"7356","geraten seien teilte"
"7357","kraft treten unternehmen"
"7358","realistische perspektive aufzeigen"
"7359","perspektive aufzeigen könnten"
"7360","aufzeigen könnten sollen"
"7361","pandemie betroffenen unternehmen"
"7362","ministeriums weitergehende erleichterungen"
"7363","weitergehende erleichterungen geschaffen"
"7364","firmen unterliegen ab"
"7365","unterliegen ab anfang"
"7366","ab anfang kommenden"
"7367","anfang kommenden jahres"
"7368","derzeit ausgesetzten insolvenzantragspflicht"
"7369","ausgesetzten insolvenzantragspflicht wegen"
"7370","insolvenzantragspflicht wegen überschuldung"
"7371","wegen überschuldung allerdings"
"7372","überschuldung allerdings solle"
"7373","gelockerter maßstab zugrunde"
"7374","maßstab zugrunde gelegt"
"7375","derzeitigen prognoseunsicherheiten rücksicht"
"7376","prognoseunsicherheiten rücksicht genommen"
"7377","deutsche wirtschaftsleistung verschiedenen"
"7378","wirtschaftsleistung verschiedenen prognosen"
"7379","verschiedenen prognosen zufolge"
"7380","ungefähr sechs prozent"
"7381","sechs prozent abnehmen"
"7382","kommenden jahre prognostizierte"
"7383","jahre prognostizierte erholung"
"7384","prognostizierte erholung hängt"
"7385","erholung hängt allerdings"
"7386","weiteren infektionsgeschehen ab"
"7387","geplante gesetz unternehmen"
"7388","tragfähigem geschäftsmodell hinweg"
"7389","geschäftsmodell hinweg helfen"
"7390","hinweg helfen kritiker"
"7391","helfen kritiker führen"
"7392","kritiker führen jedoch"
"7393","dass dadurch sogenannte"
"7394","dadurch sogenannte zombiefirmen"
"7395","sogenannte zombiefirmen entstehen"
"7396","zombiefirmen entstehen könnten"
"7397","gezielte investitionshilfen nachdenken"
"7398","pandemie beinahe ununterbrochen"
"7399","beinahe ununterbrochen tut"
"7400","milliarden euro verteilt"
"7401","angestrebten kontaktvermeidungen geschlossen"
"7402","herbst mehr produziert"
"7403","koalition solle einfach"
"7404","ersten welle gewirkt"
"7405","zweiten schlimme nebenwirkungen"
"7406","denen heraus unternehmen"
"7407","heraus unternehmen neu"
"7408","unternehmen neu starten"
"7409","dass viele annehmen"
"7410","zuschüssen billigen krediten"
"7411","billigen krediten garantien"
"7412","erste welle geschwächt"
"7413","firmen deren geschäftsmodelle"
"7414","geschlossenen räumen funktionieren"
"7415","einrichtungen wirklich geholfen"
"7416","ausreichend impfstoff gibt"
"7417","effektive behandlungen recht"
"7418","staatliche zuschüsse finanziert"
"7419","geld gestrichen kommt"
"7420","gezielte investitionshilfen nachdenken"
"7421","kritik verdient dass"
"7422","temporären hilfen neue"
"7423","hilfen neue ungerechtigkeiten"
"7424","neue ungerechtigkeiten schaffen"
"7425","unterbrechen lässt außer"
"7426","lässt außer acht"
"7427","außer acht dass"
"7428","kulturbereich gibt opern"
"7429","gibt opern restaurants"
"7430","opern restaurants fitness"
"7431","restaurants fitness studios"
"7432","schließen müssen bekommen"
"7433","müssen bekommen großzügige"
"7434","bekommen großzügige hilfen"
"7435","schließungen betroffen gehen"
"7436","geschäft öffnen dürfen"
"7437","öffnen dürfen könnten"
"7438","dürfen könnten bald"
"7439","könnten bald darum"
"7440","bald darum bitten"
"7441","darum bitten schließen"
"7442","kaum denkbar wer"
"7443","einzelhändler ebenfalls entschädigt"
"7444","unbegrenzt geld geben"
"7445","geld geben sicher"
"7446","großzügigen hilfen überzeugen"
"7447","hilfen überzeugen je"
"7448","überzeugen je länger"
"7449","dauert desto komplizierter"
"7450","pandemie ums überleben"
"7451","sebastian kempkens fotos"
"7452","kempkens fotos anne"
"7453","fotos anne sophie"
"7454","anne sophie stolz"
"7455","sophie stolz gut"
"7456","stolz gut sechs"
"7457","gut sechs wochen"
"7458","entscheidung bittet mutlu"
"7459","bittet mutlu aksakal"
"7460","fensterlosen raum halogenlampen"
"7461","raum halogenlampen leuchten"
"7462","halogenlampen leuchten grell"
"7463","bessere zeiten reihen"
"7464","benefiz fußballturnieren gewonnen"
"7465","basecap läuft hektisch"
"7466","ruft leute kommt"
"7467","punkt zwölf uhr"
"7468","zwölf uhr mittags"
"7469","mutlu aksakal hofft"
"7470","aksakal hofft dass"
"7471","monteur apostol apostolov"
"7472","irgendwann trottet sogar"
"7473","trottet sogar monti"
"7474","sogar monti herbei"
"7475","monti herbei aksakals"
"7476","herbei aksakals träge"
"7477","aksakals träge bulldogge"
"7478","firma reifenprofi eröffnet"
"7479","3,1 millionen euro"
"7480","millionen euro umsatz"
"7481","jahr insgesamt 17"
"7482","insgesamt 17 mitarbeitern"
"7483","heißt bettina breitenbücher"
"7484","54 jährige trägt"
"7485","bürokratischer kaum klingen"
"7486","große macht bedeutet"
"7487","macht bedeutet breitenbücher"
"7488","wissen breitenbücher räuspert"
"7489","vielen firmen sei"
"7490","luft ausgegangen schon"
"7491","ausgegangen schon bald"
"7492","zeitungen lesen dass"
"7493","umständen geschuldet breitenbücher"
"7494","zwei wörter fallen"
"7495","wörter fallen immer"
"7496","insolvenz ökonomen beschreiben"
"7497","äußere umstände eintritt"
"7498","meteoriteneinschlag erschütterungswellen rollten"
"7499","ersten lockdown folgten"
"7500","lockdown folgten weitere"
"7501","folgten weitere einschränkungen"
"7502","weitere einschränkungen sperrstunden"
"7503","wer besonders betroffen"
"7504","sichtbar taumelten ohnehin"
"7505","taumelten ohnehin schon"
"7506","ohnehin schon angeschlagene"
"7507","schon angeschlagene unternehmen"
"7508","kleidungskonzerne tom tailor"
"7509","esprit mussten zwischenzeitlich"
"7510","mussten zwischenzeitlich insolvenz"
"7511","zwischenzeitlich insolvenz anmelden"
"7512","warenhausgigant galeria karstadt"
"7513","galeria karstadt kaufhof"
"7514","karstadt kaufhof wankte"
"7515","weitaus größeren teil"
"7516","öffentlichkeit weitgehend unbemerkt"
"7517","weitgehend unbemerkt überall"
"7518","land kämpfen kleine"
"7519","kämpfen kleine firmen"
"7520","kleine firmen ums"
"7521","firmen ums überleben"
"7522","ums überleben außerhalb"
"7523","reisebüros hotels messebaufirmen"
"7524","dossier beispielhaft mutlu"
"7525","beispielhaft mutlu aksakals"
"7526","mutlu aksakals firma"
"7527","aksakals firma reifenprofi"
"7528","vorläufigen insolvenzverfahrens begleitet"
"7529","insolvenzverfahrens begleitet drei"
"7530","begleitet drei monate"
"7531","eigentliche verfahren eröffnet"
"7532","ersten phase jedoch"
"7533","phase jedoch entscheidet"
"7534","geht bettina breitenbücher"
"7535","mutlu aksakal zählt"
"7536","breitenbücher beweisen dass"
"7537","nadelstreifenanzug neben bettina"
"7538","neben bettina breitenbücher"
"7539","heißt sylvia leich"
"7540","insolvenzverwalterin leich öffnet"
"7541","zieht verträge heraus"
"7542","verträge heraus ab"
"7543","heraus ab sofort"
"7544","ab sofort bekommen"
"7545","sofort bekommen aksakals"
"7546","bekommen aksakals mitarbeiter"
"7547","aksakals mitarbeiter insolvenzgeld"
